text,author,book
"to the same spot from which I had departed. Besides, they observed that it appeared that I had brought the body from another place, and it was likely that as I did not appear to know the shore, I might have put into the harbour ignorant of the distance of the town of ââ from the place where I had deposited the corpse. Mr. Kirwin, on hearing this evidence, desired that I should be taken into the room where the body lay for interment, that it might be observed what effect the sight of it would produce upon me. This",Mary Wollstonecraft Shelley,Frankenstein
"malice and treachery. I thought with a sensation of madness on my promise of creating another like to him, and trembling with passion, tore to pieces the thing on which I was engaged. The wretch saw me destroy the creature on whose future existence he depended for happiness, and with a howl of devilish despair and revenge, withdrew. I left the room, and locking the door, made a solemn vow in my own heart never to resume my labours; and then, with trembling steps, I sought my own apartment. I was alone; none were near me to dissipate the gloom",Mary Wollstonecraft Shelley,Frankenstein
"that the sailors are all interested in him, although they have had very little communication with him. For my own part, I begin to love him as a brother, and his constant and deep grief fills me with sympathy and compassion. He must have been a noble creature in his better days, being even now in wreck so attractive and amiable. I said in one of my letters, my dear Margaret, that I should find no friend on the wide ocean; yet I have found a man who, before his spirit had been broken by misery, I should have been",Mary Wollstonecraft Shelley,Frankenstein
"moon, as it forced its way through the window shutters, I beheld the wretchâthe miserable monster whom I had created. He held up the curtain of the bed; and his eyes, if eyes they may be called, were fixed on me. His jaws opened, and he muttered some inarticulate sounds, while a grin wrinkled his cheeks. He might have spoken, but I did not hear; one hand was stretched out, seemingly to detain me, but I escaped and rushed downstairs. I took refuge in the courtyard belonging to the house which I inhabited, where I remained during the rest of",Mary Wollstonecraft Shelley,Frankenstein
"before was desert and gloomy should now bloom with the most beautiful flowers and verdure. My senses were gratified and refreshed by a thousand scents of delight and a thousand sights of beauty. âIt was on one of these days, when my cottagers periodically rested from labourâthe old man played on his guitar, and the children listened to himâthat I observed the countenance of Felix was melancholy beyond expression; he sighed frequently, and once his father paused in his music, and I conjectured by his manner that he inquired the cause of his sonâs sorrow. Felix replied in a cheerful",Mary Wollstonecraft Shelley,Frankenstein
"which she was now reduced. She instructed her daughter in the tenets of her religion and taught her to aspire to higher powers of intellect and an independence of spirit forbidden to the female followers of Muhammad. This lady died, but her lessons were indelibly impressed on the mind of Safie, who sickened at the prospect of again returning to Asia and being immured within the walls of a harem, allowed only to occupy herself with infantile amusements, ill-suited to the temper of her soul, now accustomed to grand ideas and a noble emulation for virtue. The prospect of marrying",Mary Wollstonecraft Shelley,Frankenstein
"the children listened to himâthat I observed the countenance of Felix was melancholy beyond expression; he sighed frequently, and once his father paused in his music, and I conjectured by his manner that he inquired the cause of his sonâs sorrow. Felix replied in a cheerful accent, and the old man was recommencing his music when someone tapped at the door. âIt was a lady on horseback, accompanied by a country-man as a guide. The lady was dressed in a dark suit and covered with a thick black veil. Agatha asked a question, to which the stranger only replied by",Mary Wollstonecraft Shelley,Frankenstein
"United States and you are located in the United States, we do not claim a right to prevent you from copying, distributing, performing, displaying or creating derivative works based on the work as long as all references to Project Gutenberg are removed. Of course, we hope that you will support the Project Gutenberg-tm mission of promoting free access to electronic works by freely sharing Project Gutenberg-tm works in compliance with the terms of this agreement for keeping the Project Gutenberg-tm name associated with the work. You can easily comply with the terms of this agreement by keeping this work in",Mary Wollstonecraft Shelley,Frankenstein
"find other and perhaps more dreadful means of revenge. He had vowed _to be with me on my wedding-night_, yet he did not consider that threat as binding him to peace in the meantime, for as if to show me that he was not yet satiated with blood, he had murdered Clerval immediately after the enunciation of his threats. I resolved, therefore, that if my immediate union with my cousin would conduce either to hers or my fatherâs happiness, my adversaryâs designs against my life should not retard it a single hour. In this state of mind I wrote to",Mary Wollstonecraft Shelley,Frankenstein
"presence of the idea was an irresistible proof of the fact. I thought of pursuing the devil; but it would have been in vain, for another flash discovered him to me hanging among the rocks of the nearly perpendicular ascent of Mont SalÃªve, a hill that bounds Plainpalais on the south. He soon reached the summit, and disappeared. I remained motionless. The thunder ceased; but the rain still continued, and the scene was enveloped in an impenetrable darkness. I revolved in my mind the events which I had until now sought to forget: the whole train of my progress toward",Mary Wollstonecraft Shelley,Frankenstein
"its enormity should almost efface the recollection of the past. There was always scope for fear so long as anything I loved remained behind. My abhorrence of this fiend cannot be conceived. When I thought of him I gnashed my teeth, my eyes became inflamed, and I ardently wished to extinguish that life which I had so thoughtlessly bestowed. When I reflected on his crimes and malice, my hatred and revenge burst all bounds of moderation. I would have made a pilgrimage to the highest peak of the Andes, could I, when there, have precipitated him to their base. I",Mary Wollstonecraft Shelley,Frankenstein
"nor shared my thoughts; I was alone. I remembered Adamâs supplication to his Creator. But where was mine? He had abandoned me, and in the bitterness of my heart I cursed him. âAutumn passed thus. I saw, with surprise and grief, the leaves decay and fall, and nature again assume the barren and bleak appearance it had worn when I first beheld the woods and the lovely moon. Yet I did not heed the bleakness of the weather; I was better fitted by my conformation for the endurance of cold than heat. But my chief delights were the sight of",Mary Wollstonecraft Shelley,Frankenstein
"all references to Project Gutenberg: 1.E.1. The following sentence, with active links to, or other immediate access to, the full Project Gutenberg-tm License must appear prominently whenever any copy of a Project Gutenberg-tm work (any work on which the phrase ""Project Gutenberg"" appears, or with which the phrase ""Project Gutenberg"" is associated) is accessed, displayed, performed, viewed, copied or distributed: This eBook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You may copy it, give it away or re-use it under",Mary Wollstonecraft Shelley,Frankenstein
"shape came nearer (sight tremendous and abhorred!) that it was the wretch whom I had created. I trembled with rage and horror, resolving to wait his approach and then close with him in mortal combat. He approached; his countenance bespoke bitter anguish, combined with disdain and malignity, while its unearthly ugliness rendered it almost too horrible for human eyes. But I scarcely observed this; rage and hatred had at first deprived me of utterance, and I recovered only to overwhelm him with words expressive of furious detestation and contempt. âDevil,â I exclaimed, âdo you dare approach me? And do not",Mary Wollstonecraft Shelley,Frankenstein
"and said, âBe calm! I entreat you to hear me before you give vent to your hatred on my devoted head. Have I not suffered enough, that you seek to increase my misery? Life, although it may only be an accumulation of anguish, is dear to me, and I will defend it. Remember, thou hast made me more powerful than thyself; my height is superior to thine, my joints more supple. But I will not be tempted to set myself in opposition to thee. I am thy creature, and I will be even mild and docile to my natural lord",Mary Wollstonecraft Shelley,Frankenstein
"atrocious selfishness, and I banished from my mind every thought that could lead to a different conclusion. Between two and three in the morning the moon rose; and I then, putting my basket aboard a little skiff, sailed out about four miles from the shore. The scene was perfectly solitary; a few boats were returning towards land, but I sailed away from them. I felt as if I was about the commission of a dreadful crime and avoided with shuddering anxiety any encounter with my fellow creatures. At one time the moon, which had before been clear, was suddenly overspread",Mary Wollstonecraft Shelley,Frankenstein
"the village of CopÃªt. Another storm enlightened Jura with faint flashes; and another darkened and sometimes disclosed the MÃ´le, a peaked mountain to the east of the lake. While I watched the tempest, so beautiful yet terrific, I wandered on with a hasty step. This noble war in the sky elevated my spirits; I clasped my hands, and exclaimed aloud, âWilliam, dear angel! this is thy funeral, this thy dirge!â As I said these words, I perceived in the gloom a figure which stole from behind a clump of trees near me; I stood fixed, gazing intently: I could not",Mary Wollstonecraft Shelley,Frankenstein
"of the death of a gentleman who was found murdered here last night.â This answer startled me, but I presently recovered myself. I was innocent; that could easily be proved; accordingly I followed my conductor in silence and was led to one of the best houses in the town. I was ready to sink from fatigue and hunger, but being surrounded by a crowd, I thought it politic to rouse all my strength, that no physical debility might be construed into apprehension or conscious guilt. Little did I then expect the calamity that was in a few moments to overwhelm",Mary Wollstonecraft Shelley,Frankenstein
"STRICT LIABILITY, BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE PROVIDED IN PARAGRAPH 1.F.3. YOU AGREE THAT THE FOUNDATION, THE TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE LIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE OR INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH DAMAGE. 1.F.3. LIMITED RIGHT OF REPLACEMENT OR REFUND - If you discover a defect in this electronic work within 90 days of receiving it, you can receive a refund of the money (if any) you paid for it by sending a written explanation to the person",Mary Wollstonecraft Shelley,Frankenstein
"produce sounds sweeter than the voice of the thrush or the nightingale. It was a lovely sight, even to me, poor wretch who had never beheld aught beautiful before. The silver hair and benevolent countenance of the aged cottager won my reverence, while the gentle manners of the girl enticed my love. He played a sweet mournful air which I perceived drew tears from the eyes of his amiable companion, of which the old man took no notice, until she sobbed audibly; he then pronounced a few sounds, and the fair creature, leaving her work, knelt at his feet. He",Mary Wollstonecraft Shelley,Frankenstein
"when falsehood can look so like the truth, who can assure themselves of certain happiness? I feel as if I were walking on the edge of a precipice, towards which thousands are crowding and endeavouring to plunge me into the abyss. William and Justine were assassinated, and the murderer escapes; he walks about the world free, and perhaps respected. But even if I were condemned to suffer on the scaffold for the same crimes, I would not change places with such a wretch.â I listened to this discourse with the extremest agony. I, not in deed, but in effect, was",Mary Wollstonecraft Shelley,Frankenstein
"passed a happier childhood than myself. My parents were possessed by the very spirit of kindness and indulgence. We felt that they were not the tyrants to rule our lot according to their caprice, but the agents and creators of all the many delights which we enjoyed. When I mingled with other families I distinctly discerned how peculiarly fortunate my lot was, and gratitude assisted the development of filial love. My temper was sometimes violent, and my passions vehement; but by some law in my temperature they were turned not towards childish pursuits but to an eager desire to learn,",Mary Wollstonecraft Shelley,Frankenstein
"myself fettered again to grief and indulging in all the misery of reflection. Then I spurred on my animal, striving so to forget the world, my fears, and more than all, myselfâor, in a more desperate fashion, I alighted and threw myself on the grass, weighed down by horror and despair. At length I arrived at the village of Chamounix. Exhaustion succeeded to the extreme fatigue both of body and of mind which I had endured. For a short space of time I remained at the window watching the pallid lightnings that played above Mont Blanc and listening to the",Mary Wollstonecraft Shelley,Frankenstein
"proceeding. âHe did not succeed. They remained confined for five months before the trial took place, the result of which deprived them of their fortune and condemned them to a perpetual exile from their native country. âThey found a miserable asylum in the cottage in Germany, where I discovered them. Felix soon learned that the treacherous Turk, for whom he and his family endured such unheard-of oppression, on discovering that his deliverer was thus reduced to poverty and ruin, became a traitor to good feeling and honour and had quitted Italy with his daughter, insultingly sending Felix a pittance of",Mary Wollstonecraft Shelley,Frankenstein
"such proof of her innocence as I had. She had been out the whole of the night on which the murder had been committed and towards morning had been perceived by a market-woman not far from the spot where the body of the murdered child had been afterwards found. The woman asked her what she did there, but she looked very strangely and only returned a confused and unintelligible answer. She returned to the house about eight oâclock, and when one inquired where she had passed the night, she replied that she had been looking for the child and demanded",Mary Wollstonecraft Shelley,Frankenstein
"vice, as far as I understood the signification of those terms, relative as they were, as I applied them, to pleasure and pain alone. Induced by these feelings, I was of course led to admire peaceable lawgivers, Numa, Solon, and Lycurgus, in preference to Romulus and Theseus. The patriarchal lives of my protectors caused these impressions to take a firm hold on my mind; perhaps, if my first introduction to humanity had been made by a young soldier, burning for glory and slaughter, I should have been imbued with different sensations. âBut _Paradise Lost_ excited different and far deeper emotions.",Mary Wollstonecraft Shelley,Frankenstein
"recovering, I was seated in a chair, my eyes half open and my cheeks livid like those in death. I was overcome by gloom and misery and often reflected I had better seek death than desire to remain in a world which to me was replete with wretchedness. At one time I considered whether I should not declare myself guilty and suffer the penalty of the law, less innocent than poor Justine had been. Such were my thoughts when the door of my apartment was opened and Mr. Kirwin entered. His countenance expressed sympathy and compassion; he drew a chair",Mary Wollstonecraft Shelley,Frankenstein
"maintenance. The triumph of my enemy increased with the difficulty of my labours. One inscription that he left was in these words: âPrepare! Your toils only begin; wrap yourself in furs and provide food, for we shall soon enter upon a journey where your sufferings will satisfy my everlasting hatred.â My courage and perseverance were invigorated by these scoffing words; I resolved not to fail in my purpose, and calling on Heaven to support me, I continued with unabated fervour to traverse immense deserts, until the ocean appeared at a distance and formed the utmost boundary of the horizon. Oh!",Mary Wollstonecraft Shelley,Frankenstein
"to action. I started up and resolved to return to Geneva with all possible speed. There were no horses to be procured, and I must return by the lake; but the wind was unfavourable, and the rain fell in torrents. However, it was hardly morning, and I might reasonably hope to arrive by night. I hired men to row and took an oar myself, for I had always experienced relief from mental torment in bodily exercise. But the overflowing misery I now felt, and the excess of agitation that I endured rendered me incapable of any exertion. I threw down",Mary Wollstonecraft Shelley,Frankenstein
"for the importance attached to its success inspired me with a dread lest I should fail. Besides, I found that my understanding improved so much with every dayâs experience that I was unwilling to commence this undertaking until a few more months should have added to my sagacity. âSeveral changes, in the meantime, took place in the cottage. The presence of Safie diffused happiness among its inhabitants, and I also found that a greater degree of plenty reigned there. Felix and Agatha spent more time in amusement and conversation, and were assisted in their labours by servants. They did not",Mary Wollstonecraft Shelley,Frankenstein
"to perform, on which I shuddered to reflect; I must pack up my chemical instruments, and for that purpose I must enter the room which had been the scene of my odious work, and I must handle those utensils the sight of which was sickening to me. The next morning, at daybreak, I summoned sufficient courage and unlocked the door of my laboratory. The remains of the half-finished creature, whom I had destroyed, lay scattered on the floor, and I almost felt as if I had mangled the living flesh of a human being. I paused to collect myself and",Mary Wollstonecraft Shelley,Frankenstein
"are consecrated. You are well acquainted with my failure and how heavily I bore the disappointment. But just at that time I inherited the fortune of my cousin, and my thoughts were turned into the channel of their earlier bent. Six years have passed since I resolved on my present undertaking. I can, even now, remember the hour from which I dedicated myself to this great enterprise. I commenced by inuring my body to hardship. I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder",Mary Wollstonecraft Shelley,Frankenstein
"good angel, and I gradually recovered my health. As my sickness quitted me, I was absorbed by a gloomy and black melancholy that nothing could dissipate. The image of Clerval was for ever before me, ghastly and murdered. More than once the agitation into which these reflections threw me made my friends dread a dangerous relapse. Alas! Why did they preserve so miserable and detested a life? It was surely that I might fulfil my destiny, which is now drawing to a close. Soon, oh, very soon, will death extinguish these throbbings and relieve me from the mighty weight of",Mary Wollstonecraft Shelley,Frankenstein
"but presently she took something out of a drawer, which employed her hands, and she sat down beside the old man, who, taking up an instrument, began to play and to produce sounds sweeter than the voice of the thrush or the nightingale. It was a lovely sight, even to me, poor wretch who had never beheld aught beautiful before. The silver hair and benevolent countenance of the aged cottager won my reverence, while the gentle manners of the girl enticed my love. He played a sweet mournful air which I perceived drew tears from the eyes of his amiable",Mary Wollstonecraft Shelley,Frankenstein
"support me, I continued with unabated fervour to traverse immense deserts, until the ocean appeared at a distance and formed the utmost boundary of the horizon. Oh! How unlike it was to the blue seasons of the south! Covered with ice, it was only to be distinguished from land by its superior wildness and ruggedness. The Greeks wept for joy when they beheld the Mediterranean from the hills of Asia, and hailed with rapture the boundary of their toils. I did not weep, but I knelt down and with a full heart thanked my guiding spirit for conducting me in",Mary Wollstonecraft Shelley,Frankenstein
"physiology. Unless I had been animated by an almost supernatural enthusiasm, my application to this study would have been irksome and almost intolerable. To examine the causes of life, we must first have recourse to death. I became acquainted with the science of anatomy, but this was not sufficient; I must also observe the natural decay and corruption of the human body. In my education my father had taken the greatest precautions that my mind should be impressed with no supernatural horrors. I do not ever remember to have trembled at a tale of superstition or to have feared the",Mary Wollstonecraft Shelley,Frankenstein
"smiles and frowns of a fair enemy, and the fire that consumes your own heart. How different from the manly and heroical poetry of Greece and Rome! Summer passed away in these occupations, and my return to Geneva was fixed for the latter end of autumn; but being delayed by several accidents, winter and snow arrived, the roads were deemed impassable, and my journey was retarded until the ensuing spring. I felt this delay very bitterly; for I longed to see my native town and my beloved friends. My return had only been delayed so long, from an unwillingness to",Mary Wollstonecraft Shelley,Frankenstein
"on whom I dared not even think? âCompose yourself,â said Clerval, who observed my change of colour, âI will not mention it if it agitates you; but your father and cousin would be very happy if they received a letter from you in your own handwriting. They hardly know how ill you have been and are uneasy at your long silence.â âIs that all, my dear Henry? How could you suppose that my first thought would not fly towards those dear, dear friends whom I love and who are so deserving of my love?â âIf this is your present temper,",Mary Wollstonecraft Shelley,Frankenstein
"shapes of the mountains, the changes of the seasons, tempest and calm, the silence of winter, and the life and turbulence of our Alpine summersâshe found ample scope for admiration and delight. While my companion contemplated with a serious and satisfied spirit the magnificent appearances of things, I delighted in investigating their causes. The world was to me a secret which I desired to divine. Curiosity, earnest research to learn the hidden laws of nature, gladness akin to rapture, as they were unfolded to me, are among the earliest sensations I can remember. On the birth of a second son,",Mary Wollstonecraft Shelley,Frankenstein
"in a feeble voice, and bidding me come near, said, âAlas! The strength I relied on is gone; I feel that I shall soon die, and he, my enemy and persecutor, may still be in being. Think not, Walton, that in the last moments of my existence I feel that burning hatred and ardent desire of revenge I once expressed; but I feel myself justified in desiring the death of my adversary. During these last days I have been occupied in examining my past conduct; nor do I find it blamable. In a fit of enthusiastic madness I created a",Mary Wollstonecraft Shelley,Frankenstein
"we were compassed round by a very thick fog. We accordingly lay to, hoping that some change would take place in the atmosphere and weather. About two oâclock the mist cleared away, and we beheld, stretched out in every direction, vast and irregular plains of ice, which seemed to have no end. Some of my comrades groaned, and my own mind began to grow watchful with anxious thoughts, when a strange sight suddenly attracted our attention and diverted our solicitude from our own situation. We perceived a low carriage, fixed on a sledge and drawn by dogs, pass on towards",Mary Wollstonecraft Shelley,Frankenstein
"did not for a minute doubt) murdered my brother also in his hellish sport have betrayed the innocent to death and ignominy? I could not sustain the horror of my situation, and when I perceived that the popular voice and the countenances of the judges had already condemned my unhappy victim, I rushed out of the court in agony. The tortures of the accused did not equal mine; she was sustained by innocence, but the fangs of remorse tore my bosom and would not forgo their hold. I passed a night of unmingled wretchedness. In the morning I went to",Mary Wollstonecraft Shelley,Frankenstein
"gradually, and the empires of Mexico and Peru had not been destroyed. But I forget that I am moralizing in the most interesting part of my tale, and your looks remind me to proceed. My father made no reproach in his letters and only took notice of my silence by inquiring into my occupations more particularly than before. Winter, spring, and summer passed away during my labours; but I did not watch the blossom or the expanding leavesâsights which before always yielded me supreme delightâso deeply was I engrossed in my occupation. The leaves of that year had withered before",Mary Wollstonecraft Shelley,Frankenstein
"Justine!â said she. âWhy did you rob me of my last consolation? I relied on your innocence, and although I was then very wretched, I was not so miserable as I am now.â âAnd do you also believe that I am so very, very wicked? Do you also join with my enemies to crush me, to condemn me as a murderer?â Her voice was suffocated with sobs. âRise, my poor girl,â said Elizabeth; âwhy do you kneel, if you are innocent? I am not one of your enemies, I believed you guiltless, notwithstanding every evidence, until I heard that you",Mary Wollstonecraft Shelley,Frankenstein
"and the dashing of the waterfalls around spoke of a power mighty as Omnipotenceâand I ceased to fear or to bend before any being less almighty than that which had created and ruled the elements, here displayed in their most terrific guise. Still, as I ascended higher, the valley assumed a more magnificent and astonishing character. Ruined castles hanging on the precipices of piny mountains, the impetuous Arve, and cottages every here and there peeping forth from among the trees formed a scene of singular beauty. But it was augmented and rendered sublime by the mighty Alps, whose white and",Mary Wollstonecraft Shelley,Frankenstein
"secretly to take his daughter with him when he departed. His plans were facilitated by the news which arrived from Paris. âThe government of France were greatly enraged at the escape of their victim and spared no pains to detect and punish his deliverer. The plot of Felix was quickly discovered, and De Lacey and Agatha were thrown into prison. The news reached Felix and roused him from his dream of pleasure. His blind and aged father and his gentle sister lay in a noisome dungeon while he enjoyed the free air and the society of her whom he loved.",Mary Wollstonecraft Shelley,Frankenstein
"a greater conviction of the truth of his narrative than his asseverations, however earnest and connected. Such a monster has, then, really existence! I cannot doubt it, yet I am lost in surprise and admiration. Sometimes I endeavoured to gain from Frankenstein the particulars of his creatureâs formation, but on this point he was impenetrable. âAre you mad, my friend?â said he. âOr whither does your senseless curiosity lead you? Would you also create for yourself and the world a demoniacal enemy? Peace, peace! Learn my miseries and do not seek to increase your own.â Frankenstein discovered that I made",Mary Wollstonecraft Shelley,Frankenstein
"a lady who owes to him the happiness of her life. This, briefly, is his story. Some years ago he loved a young Russian lady of moderate fortune, and having amassed a considerable sum in prize-money, the father of the girl consented to the match. He saw his mistress once before the destined ceremony; but she was bathed in tears, and throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union. My generous friend reassured the",Mary Wollstonecraft Shelley,Frankenstein
"for the profits of the chosen few! And what was I? Of my creation and creator I was absolutely ignorant, but I knew that I possessed no money, no friends, no kind of property. I was, besides, endued with a figure hideously deformed and loathsome; I was not even of the same nature as man. I was more agile than they and could subsist upon coarser diet; I bore the extremes of heat and cold with less injury to my frame; my stature far exceeded theirs. When I looked around I saw and heard of none like me. Was I,",Mary Wollstonecraft Shelley,Frankenstein
"the south became perfectly free. When the sailors saw this and that their return to their native country was apparently assured, a shout of tumultuous joy broke from them, loud and long-continued. Frankenstein, who was dozing, awoke and asked the cause of the tumult. âThey shout,â I said, âbecause they will soon return to England.â âDo you, then, really return?â âAlas! Yes; I cannot withstand their demands. I cannot lead them unwillingly to danger, and I must return.â âDo so, if you will; but I will not. You may give up your purpose, but mine is assigned to me by",Mary Wollstonecraft Shelley,Frankenstein
"are virtuous and immaculate beings! I, the miserable and the abandoned, am an abortion, to be spurned at, and kicked, and trampled on. Even now my blood boils at the recollection of this injustice. âBut it is true that I am a wretch. I have murdered the lovely and the helpless; I have strangled the innocent as they slept and grasped to death his throat who never injured me or any other living thing. I have devoted my creator, the select specimen of all that is worthy of love and admiration among men, to misery; I have pursued him even",Mary Wollstonecraft Shelley,Frankenstein
"snatched away; I was left desolate. My own strength is exhausted, and I must tell, in a few words, what remains of my hideous narration. I arrived at Geneva. My father and Ernest yet lived, but the former sunk under the tidings that I bore. I see him now, excellent and venerable old man! His eyes wandered in vacancy, for they had lost their charm and their delightâhis Elizabeth, his more than daughter, whom he doted on with all that affection which a man feels, who in the decline of life, having few affections, clings more earnestly to those that",Mary Wollstonecraft Shelley,Frankenstein
"my alighting!â Nothing could equal my delight on seeing Clerval; his presence brought back to my thoughts my father, Elizabeth, and all those scenes of home so dear to my recollection. I grasped his hand, and in a moment forgot my horror and misfortune; I felt suddenly, and for the first time during many months, calm and serene joy. I welcomed my friend, therefore, in the most cordial manner, and we walked towards my college. Clerval continued talking for some time about our mutual friends and his own good fortune in being permitted to come to Ingolstadt. âYou may easily",Mary Wollstonecraft Shelley,Frankenstein
"and the pure air of day restored me to some degree of tranquillity; and when I considered what had passed at the cottage, I could not help believing that I had been too hasty in my conclusions. I had certainly acted imprudently. It was apparent that my conversation had interested the father in my behalf, and I was a fool in having exposed my person to the horror of his children. I ought to have familiarised the old De Lacey to me, and by degrees to have discovered myself to the rest of his family, when they should have been",Mary Wollstonecraft Shelley,Frankenstein
"my ears. I burned with rage to pursue the murderer of my peace and precipitate him into the ocean. I walked up and down my room hastily and perturbed, while my imagination conjured up a thousand images to torment and sting me. Why had I not followed him and closed with him in mortal strife? But I had suffered him to depart, and he had directed his course towards the mainland. I shuddered to think who might be the next victim sacrificed to his insatiate revenge. And then I thought again of his wordsââ_I will be with you on your",Mary Wollstonecraft Shelley,Frankenstein
"death which I still dread, for my task is unfulfilled. Oh! When will my guiding spirit, in conducting me to the dÃ¦mon, allow me the rest I so much desire; or must I die, and he yet live? If I do, swear to me, Walton, that he shall not escape, that you will seek him and satisfy my vengeance in his death. And do I dare to ask of you to undertake my pilgrimage, to endure the hardships that I have undergone? No; I am not so selfish. Yet, when I am dead, if he should appear, if the ministers",Mary Wollstonecraft Shelley,Frankenstein
"of these evils should die with me, but you have won me to alter my determination. You seek for knowledge and wisdom, as I once did; and I ardently hope that the gratification of your wishes may not be a serpent to sting you, as mine has been. I do not know that the relation of my disasters will be useful to you; yet, when I reflect that you are pursuing the same course, exposing yourself to the same dangers which have rendered me what I am, I imagine that you may deduce an apt moral from my tale, one",Mary Wollstonecraft Shelley,Frankenstein
"I did not reflect that a voluntary act of mine could avert it. I had resolved in my own mind that to create another like the fiend I had first made would be an act of the basest and most atrocious selfishness, and I banished from my mind every thought that could lead to a different conclusion. Between two and three in the morning the moon rose; and I then, putting my basket aboard a little skiff, sailed out about four miles from the shore. The scene was perfectly solitary; a few boats were returning towards land, but I sailed",Mary Wollstonecraft Shelley,Frankenstein
"hitherto constant spirit, had been shaken by what she had gone through. During the two years that had elapsed previous to their marriage my father had gradually relinquished all his public functions; and immediately after their union they sought the pleasant climate of Italy, and the change of scene and interest attendant on a tour through that land of wonders, as a restorative for her weakened frame. From Italy they visited Germany and France. I, their eldest child, was born at Naples, and as an infant accompanied them in their rambles. I remained for several years their only child. Much",Mary Wollstonecraft Shelley,Frankenstein
"which had hitherto declined, was now much restored; and my spirits, when unchecked by the memory of my unhappy promise, rose proportionably. My father saw this change with pleasure, and he turned his thoughts towards the best method of eradicating the remains of my melancholy, which every now and then would return by fits, and with a devouring blackness overcast the approaching sunshine. At these moments I took refuge in the most perfect solitude. I passed whole days on the lake alone in a little boat, watching the clouds and listening to the rippling of the waves, silent and listless.",Mary Wollstonecraft Shelley,Frankenstein
"hate the wretched; how, then, must I be hated, who am miserable beyond all living things! Yet you, my creator, detest and spurn me, thy creature, to whom thou art bound by ties only dissoluble by the annihilation of one of us. You purpose to kill me. How dare you sport thus with life? Do your duty towards me, and I will do mine towards you and the rest of mankind. If you will comply with my conditions, I will leave them and you at peace; but if you refuse, I will glut the maw of death, until it be",Mary Wollstonecraft Shelley,Frankenstein
"university with the design of making himself complete master of the oriental languages, and thus he should open a field for the plan of life he had marked out for himself. Resolved to pursue no inglorious career, he turned his eyes toward the East, as affording scope for his spirit of enterprise. The Persian, Arabic, and Sanskrit languages engaged his attention, and I was easily induced to enter on the same studies. Idleness had ever been irksome to me, and now that I wished to fly from reflection, and hated my former studies, I felt great relief in being the",Mary Wollstonecraft Shelley,Frankenstein
"our food. The picture I present to you is peaceful and human, and you must feel that you could deny it only in the wantonness of power and cruelty. Pitiless as you have been towards me, I now see compassion in your eyes; let me seize the favourable moment and persuade you to promise what I so ardently desire.â âYou propose,â replied I, âto fly from the habitations of man, to dwell in those wilds where the beasts of the field will be your only companions. How can you, who long for the love and sympathy of man, persevere in",Mary Wollstonecraft Shelley,Frankenstein
"sometimes I found that he called them, to cast off their melancholy. He would talk in a cheerful accent, with an expression of goodness that bestowed pleasure even upon me. Agatha listened with respect, her eyes sometimes filled with tears, which she endeavoured to wipe away unperceived; but I generally found that her countenance and tone were more cheerful after having listened to the exhortations of her father. It was not thus with Felix. He was always the saddest of the group, and even to my unpractised senses, he appeared to have suffered more deeply than his friends. But if",Mary Wollstonecraft Shelley,Frankenstein
"of my friends, of the mild voice of De Lacey, the gentle eyes of Agatha, and the exquisite beauty of the Arabian, these thoughts vanished and a gush of tears somewhat soothed me. But again when I reflected that they had spurned and deserted me, anger returned, a rage of anger, and unable to injure anything human, I turned my fury towards inanimate objects. As night advanced, I placed a variety of combustibles around the cottage, and after having destroyed every vestige of cultivation in the garden, I waited with forced impatience until the moon had sunk to commence my",Mary Wollstonecraft Shelley,Frankenstein
"on this discovery soon gave place to delight and rapture. After so much time spent in painful labour, to arrive at once at the summit of my desires was the most gratifying consummation of my toils. But this discovery was so great and overwhelming that all the steps by which I had been progressively led to it were obliterated, and I beheld only the result. What had been the study and desire of the wisest men since the creation of the world was now within my grasp. Not that, like a magic scene, it all opened upon me at once:",Mary Wollstonecraft Shelley,Frankenstein
"in caves dispersed themselves and were employed in various arts of cultivation. The birds sang in more cheerful notes, and the leaves began to bud forth on the trees. Happy, happy earth! Fit habitation for gods, which, so short a time before, was bleak, damp, and unwholesome. My spirits were elevated by the enchanting appearance of nature; the past was blotted from my memory, the present was tranquil, and the future gilded by bright rays of hope and anticipations of joy.â Chapter 13 âI now hasten to the more moving part of my story. I shall relate events that impressed",Mary Wollstonecraft Shelley,Frankenstein
